y,dow,doy,year,month,quarter,hour,weekday,woy,dom,date,season,ds,is_spring,is_summer,is_autumn,is_winter,is_weekend,is_weekday
1660.0,6,3,2016,1,1,3,Sunday,53,3,2016-01-03,1,01-03 03:00:00,False,False,False,True,True,False
1651.0,6,3,2016,1,1,4,Sunday,53,3,2016-01-03,1,01-03 04:00:00,False,False,False,True,True,False
1655.0,6,3,2016,1,1,5,Sunday,53,3,2016-01-03,1,01-03 05:00:00,False,False,False,True,True,False
1683.0,6,3,2016,1,1,6,Sunday,53,3,2016-01-03,1,01-03 06:00:00,False,False,False,True,True,False
1729.0,6,3,2016,1,1,7,Sunday,53,3,2016-01-03,1,01-03 07:00:00,False,False,False,True,True,False
1809.0,6,3,2016,1,1,8,Sunday,53,3,2016-01-03,1,01-03 08:00:00,False,False,False,True,True,False
1850.0,6,3,2016,1,1,9,Sunday,53,3,2016-01-03,1,01-03 09:00:00,False,False,False,True,True,False
1925.0,6,3,2016,1,1,10,Sunday,53,3,2016-01-03,1,01-03 10:00:00,False,False,False,True,True,False
1951.0,6,3,2016,1,1,11,Sunday,53,3,2016-01-03,1,01-03 11:00:00,False,False,False,True,True,False
1955.0,6,3,2016,1,1,12,Sunday,53,3,2016-01-03,1,01-03 12:00:00,False,False,False,True,True,False
1963.0,6,3,2016,1,1,13,Sunday,53,3,2016-01-03,1,01-03 13:00:00,False,False,False,True,True,False
1934.0,6,3,2016,1,1,14,Sunday,53,3,2016-01-03,1,01-03 14:00:00,False,False,False,True,True,False
1925.0,6,3,2016,1,1,15,Sunday,53,3,2016-01-03,1,01-03 15:00:00,False,False,False,True,True,False
1955.0,6,3,2016,1,1,16,Sunday,53,3,2016-01-03,1,01-03 16:00:00,False,False,False,True,True,False
2010.0,6,3,2016,1,1,17,Sunday,53,3,2016-01-03,1,01-03 17:00:00,False,False,False,True,True,False
2136.0,6,3,2016,1,1,18,Sunday,53,3,2016-01-03,1,01-03 18:00:00,False,False,False,True,True,False
2182.0,6,3,2016,1,1,19,Sunday,53,3,2016-01-03,1,01-03 19:00:00,False,False,False,True,True,False
2159.0,6,3,2016,1,1,20,Sunday,53,3,2016-01-03,1,01-03 20:00:00,False,False,False,True,True,False
2133.0,6,3,2016,1,1,21,Sunday,53,3,2016-01-03,1,01-03 21:00:00,False,False,False,True,True,False
2045.0,6,3,2016,1,1,22,Sunday,53,3,2016-01-03,1,01-03 22:00:00,False,False,False,True,True,False
1952.0,6,3,2016,1,1,23,Sunday,53,3,2016-01-03,1,01-03 23:00:00,False,False,False,True,True,False
1897.0,0,4,2016,1,1,0,Monday,1,4,2016-01-04,1,01-04 00:00:00,False,False,False,True,False,True
1837.0,0,4,2016,1,1,1,Monday,1,4,2016-01-04,1,01-04 01:00:00,False,False,False,True,False,True
1807.0,0,4,2016,1,1,2,Monday,1,4,2016-01-04,1,01-04 02:00:00,False,False,False,True,False,True
1800.0,0,4,2016,1,1,3,Monday,1,4,2016-01-04,1,01-04 03:00:00,False,False,False,True,False,True
1812.0,0,4,2016,1,1,4,Monday,1,4,2016-01-04,1,01-04 04:00:00,False,False,False,True,False,True
1862.0,0,4,2016,1,1,5,Monday,1,4,2016-01-04,1,01-04 05:00:00,False,False,False,True,False,True
1997.0,0,4,2016,1,1,6,Monday,1,4,2016-01-04,1,01-04 06:00:00,False,False,False,True,False,True
2204.0,0,4,2016,1,1,7,Monday,1,4,2016-01-04,1,01-04 07:00:00,False,False,False,True,False,True
2346.0,0,4,2016,1,1,8,Monday,1,4,2016-01-04,1,01-04 08:00:00,False,False,False,True,False,True
2355.0,0,4,2016,1,1,9,Monday,1,4,2016-01-04,1,01-04 09:00:00,False,False,False,True,False,True
2340.0,0,4,2016,1,1,10,Monday,1,4,2016-01-04,1,01-04 10:00:00,False,False,False,True,False,True
2334.0,0,4,2016,1,1,11,Monday,1,4,2016-01-04,1,01-04 11:00:00,False,False,False,True,False,True
2315.0,0,4,2016,1,1,12,Monday,1,4,2016-01-04,1,01-04 12:00:00,False,False,False,True,False,True
2325.0,0,4,2016,1,1,13,Monday,1,4,2016-01-04,1,01-04 13:00:00,False,False,False,True,False,True
2336.0,0,4,2016,1,1,14,Monday,1,4,2016-01-04,1,01-04 14:00:00,False,False,False,True,False,True
2311.0,0,4,2016,1,1,15,Monday,1,4,2016-01-04,1,01-04 15:00:00,False,False,False,True,False,True
2298.0,0,4,2016,1,1,16,Monday,1,4,2016-01-04,1,01-04 16:00:00,False,False,False,True,False,True
2323.0,0,4,2016,1,1,17,Monday,1,4,2016-01-04,1,01-04 17:00:00,False,False,False,True,False,True
2432.0,0,4,2016,1,1,18,Monday,1,4,2016-01-04,1,01-04 18:00:00,False,False,False,True,False,True
2513.0,0,4,2016,1,1,19,Monday,1,4,2016-01-04,1,01-04 19:00:00,False,False,False,True,False,True
2502.0,0,4,2016,1,1,20,Monday,1,4,2016-01-04,1,01-04 20:00:00,False,False,False,True,False,True
2478.0,0,4,2016,1,1,21,Monday,1,4,2016-01-04,1,01-04 21:00:00,False,False,False,True,False,True
2418.0,0,4,2016,1,1,22,Monday,1,4,2016-01-04,1,01-04 22:00:00,False,False,False,True,False,True
2294.0,0,4,2016,1,1,23,Monday,1,4,2016-01-04,1,01-04 23:00:00,False,False,False,True,False,True
2185.0,1,5,2016,1,1,0,Tuesday,1,5,2016-01-05,1,01-05 00:00:00,False,False,False,True,False,True
2124.0,1,5,2016,1,1,1,Tuesday,1,5,2016-01-05,1,01-05 01:00:00,False,False,False,True,False,True
2090.0,1,5,2016,1,1,2,Tuesday,1,5,2016-01-05,1,01-05 02:00:00,False,False,False,True,False,True
2063.0,1,5,2016,1,1,3,Tuesday,1,5,2016-01-05,1,01-05 03:00:00,False,False,False,True,False,True
2086.0,1,5,2016,1,1,4,Tuesday,1,5,2016-01-05,1,01-05 04:00:00,False,False,False,True,False,True
2141.0,1,5,2016,1,1,5,Tuesday,1,5,2016-01-05,1,01-05 05:00:00,False,False,False,True,False,True
2272.0,1,5,2016,1,1,6,Tuesday,1,5,2016-01-05,1,01-05 06:00:00,False,False,False,True,False,True
2484.0,1,5,2016,1,1,7,Tuesday,1,5,2016-01-05,1,01-05 07:00:00,False,False,False,True,False,True
2607.0,1,5,2016,1,1,8,Tuesday,1,5,2016-01-05,1,01-05 08:00:00,False,False,False,True,False,True
2578.0,1,5,2016,1,1,9,Tuesday,1,5,2016-01-05,1,01-05 09:00:00,False,False,False,True,False,True
2532.0,1,5,2016,1,1,10,Tuesday,1,5,2016-01-05,1,01-05 10:00:00,False,False,False,True,False,True
2482.0,1,5,2016,1,1,11,Tuesday,1,5,2016-01-05,1,01-05 11:00:00,False,False,False,True,False,True
2405.0,1,5,2016,1,1,12,Tuesday,1,5,2016-01-05,1,01-05 12:00:00,False,False,False,True,False,True
2359.0,1,5,2016,1,1,13,Tuesday,1,5,2016-01-05,1,01-05 13:00:00,False,False,False,True,False,True
2307.0,1,5,2016,1,1,14,Tuesday,1,5,2016-01-05,1,01-05 14:00:00,False,False,False,True,False,True
2260.0,1,5,2016,1,1,15,Tuesday,1,5,2016-01-05,1,01-05 15:00:00,False,False,False,True,False,True
2215.0,1,5,2016,1,1,16,Tuesday,1,5,2016-01-05,1,01-05 16:00:00,False,False,False,True,False,True
2250.0,1,5,2016,1,1,17,Tuesday,1,5,2016-01-05,1,01-05 17:00:00,False,False,False,True,False,True
2384.0,1,5,2016,1,1,18,Tuesday,1,5,2016-01-05,1,01-05 18:00:00,False,False,False,True,False,True
2497.0,1,5,2016,1,1,19,Tuesday,1,5,2016-01-05,1,01-05 19:00:00,False,False,False,True,False,True
2498.0,1,5,2016,1,1,20,Tuesday,1,5,2016-01-05,1,01-05 20:00:00,False,False,False,True,False,True
2466.0,1,5,2016,1,1,21,Tuesday,1,5,2016-01-05,1,01-05 21:00:00,False,False,False,True,False,True
2392.0,1,5,2016,1,1,22,Tuesday,1,5,2016-01-05,1,01-05 22:00:00,False,False,False,True,False,True
2279.0,1,5,2016,1,1,23,Tuesday,1,5,2016-01-05,1,01-05 23:00:00,False,False,False,True,False,True
2167.0,2,6,2016,1,1,0,Wednesday,1,6,2016-01-06,1,01-06 00:00:00,False,False,False,True,False,True
2103.0,2,6,2016,1,1,1,Wednesday,1,6,2016-01-06,1,01-06 01:00:00,False,False,False,True,False,True
2056.0,2,6,2016,1,1,2,Wednesday,1,6,2016-01-06,1,01-06 02:00:00,False,False,False,True,False,True
2043.0,2,6,2016,1,1,3,Wednesday,1,6,2016-01-06,1,01-06 03:00:00,False,False,False,True,False,True
2040.0,2,6,2016,1,1,4,Wednesday,1,6,2016-01-06,1,01-06 04:00:00,False,False,False,True,False,True
2097.0,2,6,2016,1,1,5,Wednesday,1,6,2016-01-06,1,01-06 05:00:00,False,False,False,True,False,True
2222.0,2,6,2016,1,1,6,Wednesday,1,6,2016-01-06,1,01-06 06:00:00,False,False,False,True,False,True
2441.0,2,6,2016,1,1,7,Wednesday,1,6,2016-01-06,1,01-06 07:00:00,False,False,False,True,False,True
2559.0,2,6,2016,1,1,8,Wednesday,1,6,2016-01-06,1,01-06 08:00:00,False,False,False,True,False,True
2508.0,2,6,2016,1,1,9,Wednesday,1,6,2016-01-06,1,01-06 09:00:00,False,False,False,True,False,True
2473.0,2,6,2016,1,1,10,Wednesday,1,6,2016-01-06,1,01-06 10:00:00,False,False,False,True,False,True
2420.0,2,6,2016,1,1,11,Wednesday,1,6,2016-01-06,1,01-06 11:00:00,False,False,False,True,False,True
2357.0,2,6,2016,1,1,12,Wednesday,1,6,2016-01-06,1,01-06 12:00:00,False,False,False,True,False,True
2292.0,2,6,2016,1,1,13,Wednesday,1,6,2016-01-06,1,01-06 13:00:00,False,False,False,True,False,True
2250.0,2,6,2016,1,1,14,Wednesday,1,6,2016-01-06,1,01-06 14:00:00,False,False,False,True,False,True
2198.0,2,6,2016,1,1,15,Wednesday,1,6,2016-01-06,1,01-06 15:00:00,False,False,False,True,False,True
2159.0,2,6,2016,1,1,16,Wednesday,1,6,2016-01-06,1,01-06 16:00:00,False,False,False,True,False,True
2184.0,2,6,2016,1,1,17,Wednesday,1,6,2016-01-06,1,01-06 17:00:00,False,False,False,True,False,True
2308.0,2,6,2016,1,1,18,Wednesday,1,6,2016-01-06,1,01-06 18:00:00,False,False,False,True,False,True
2399.0,2,6,2016,1,1,19,Wednesday,1,6,2016-01-06,1,01-06 19:00:00,False,False,False,True,False,True
2390.0,2,6,2016,1,1,20,Wednesday,1,6,2016-01-06,1,01-06 20:00:00,False,False,False,True,False,True
2351.0,2,6,2016,1,1,21,Wednesday,1,6,2016-01-06,1,01-06 21:00:00,False,False,False,True,False,True
2287.0,2,6,2016,1,1,22,Wednesday,1,6,2016-01-06,1,01-06 22:00:00,False,False,False,True,False,True
2176.0,2,6,2016,1,1,23,Wednesday,1,6,2016-01-06,1,01-06 23:00:00,False,False,False,True,False,True
2065.0,3,7,2016,1,1,0,Thursday,1,7,2016-01-07,1,01-07 00:00:00,False,False,False,True,False,True
2009.0,3,7,2016,1,1,1,Thursday,1,7,2016-01-07,1,01-07 01:00:00,False,False,False,True,False,True
1968.0,3,7,2016,1,1,2,Thursday,1,7,2016-01-07,1,01-07 02:00:00,False,False,False,True,False,True
1947.0,3,7,2016,1,1,3,Thursday,1,7,2016-01-07,1,01-07 03:00:00,False,False,False,True,False,True
1943.0,3,7,2016,1,1,4,Thursday,1,7,2016-01-07,1,01-07 04:00:00,False,False,False,True,False,True
2003.0,3,7,2016,1,1,5,Thursday,1,7,2016-01-07,1,01-07 05:00:00,False,False,False,True,False,True
2127.0,3,7,2016,1,1,6,Thursday,1,7,2016-01-07,1,01-07 06:00:00,False,False,False,True,False,True
2341.0,3,7,2016,1,1,7,Thursday,1,7,2016-01-07,1,01-07 07:00:00,False,False,False,True,False,True
2474.0,3,7,2016,1,1,8,Thursday,1,7,2016-01-07,1,01-07 08:00:00,False,False,False,True,False,True
2431.0,3,7,2016,1,1,9,Thursday,1,7,2016-01-07,1,01-07 09:00:00,False,False,False,True,False,True
2381.0,3,7,2016,1,1,10,Thursday,1,7,2016-01-07,1,01-07 10:00:00,False,False,False,True,False,True
2319.0,3,7,2016,1,1,11,Thursday,1,7,2016-01-07,1,01-07 11:00:00,False,False,False,True,False,True
2253.0,3,7,2016,1,1,12,Thursday,1,7,2016-01-07,1,01-07 12:00:00,False,False,False,True,False,True
2206.0,3,7,2016,1,1,13,Thursday,1,7,2016-01-07,1,01-07 13:00:00,False,False,False,True,False,True
2148.0,3,7,2016,1,1,14,Thursday,1,7,2016-01-07,1,01-07 14:00:00,False,False,False,True,False,True
2094.0,3,7,2016,1,1,15,Thursday,1,7,2016-01-07,1,01-07 15:00:00,False,False,False,True,False,True
2047.0,3,7,2016,1,1,16,Thursday,1,7,2016-01-07,1,01-07 16:00:00,False,False,False,True,False,True
2034.0,3,7,2016,1,1,17,Thursday,1,7,2016-01-07,1,01-07 17:00:00,False,False,False,True,False,True
2169.0,3,7,2016,1,1,18,Thursday,1,7,2016-01-07,1,01-07 18:00:00,False,False,False,True,False,True
2269.0,3,7,2016,1,1,19,Thursday,1,7,2016-01-07,1,01-07 19:00:00,False,False,False,True,False,True
2276.0,3,7,2016,1,1,20,Thursday,1,7,2016-01-07,1,01-07 20:00:00,False,False,False,True,False,True
2256.0,3,7,2016,1,1,21,Thursday,1,7,2016-01-07,1,01-07 21:00:00,False,False,False,True,False,True
2194.0,3,7,2016,1,1,22,Thursday,1,7,2016-01-07,1,01-07 22:00:00,False,False,False,True,False,True
2078.0,3,7,2016,1,1,23,Thursday,1,7,2016-01-07,1,01-07 23:00:00,False,False,False,True,False,True
1954.0,4,8,2016,1,1,0,Friday,1,8,2016-01-08,1,01-08 00:00:00,False,False,False,True,False,True
1880.0,4,8,2016,1,1,1,Friday,1,8,2016-01-08,1,01-08 01:00:00,False,False,False,True,False,True
1825.0,4,8,2016,1,1,2,Friday,1,8,2016-01-08,1,01-08 02:00:00,False,False,False,True,False,True
1792.0,4,8,2016,1,1,3,Friday,1,8,2016-01-08,1,01-08 03:00:00,False,False,False,True,False,True
1779.0,4,8,2016,1,1,4,Friday,1,8,2016-01-08,1,01-08 04:00:00,False,False,False,True,False,True
1821.0,4,8,2016,1,1,5,Friday,1,8,2016-01-08,1,01-08 05:00:00,False,False,False,True,False,True
1926.0,4,8,2016,1,1,6,Friday,1,8,2016-01-08,1,01-08 06:00:00,False,False,False,True,False,True
2129.0,4,8,2016,1,1,7,Friday,1,8,2016-01-08,1,01-08 07:00:00,False,False,False,True,False,True
2252.0,4,8,2016,1,1,8,Friday,1,8,2016-01-08,1,01-08 08:00:00,False,False,False,True,False,True
2251.0,4,8,2016,1,1,9,Friday,1,8,2016-01-08,1,01-08 09:00:00,False,False,False,True,False,True
2247.0,4,8,2016,1,1,10,Friday,1,8,2016-01-08,1,01-08 10:00:00,False,False,False,True,False,True
2258.0,4,8,2016,1,1,11,Friday,1,8,2016-01-08,1,01-08 11:00:00,False,False,False,True,False,True
2247.0,4,8,2016,1,1,12,Friday,1,8,2016-01-08,1,01-08 12:00:00,False,False,False,True,False,True
2226.0,4,8,2016,1,1,13,Friday,1,8,2016-01-08,1,01-08 13:00:00,False,False,False,True,False,True
2206.0,4,8,2016,1,1,14,Friday,1,8,2016-01-08,1,01-08 14:00:00,False,False,False,True,False,True
2170.0,4,8,2016,1,1,15,Friday,1,8,2016-01-08,1,01-08 15:00:00,False,False,False,True,False,True
2120.0,4,8,2016,1,1,16,Friday,1,8,2016-01-08,1,01-08 16:00:00,False,False,False,True,False,True
2115.0,4,8,2016,1,1,17,Friday,1,8,2016-01-08,1,01-08 17:00:00,False,False,False,True,False,True
2163.0,4,8,2016,1,1,18,Friday,1,8,2016-01-08,1,01-08 18:00:00,False,False,False,True,False,True
2155.0,4,8,2016,1,1,19,Friday,1,8,2016-01-08,1,01-08 19:00:00,False,False,False,True,False,True
2093.0,4,8,2016,1,1,20,Friday,1,8,2016-01-08,1,01-08 20:00:00,False,False,False,True,False,True
2049.0,4,8,2016,1,1,21,Friday,1,8,2016-01-08,1,01-08 21:00:00,False,False,False,True,False,True
1965.0,4,8,2016,1,1,22,Friday,1,8,2016-01-08,1,01-08 22:00:00,False,False,False,True,False,True
1860.0,4,8,2016,1,1,23,Friday,1,8,2016-01-08,1,01-08 23:00:00,False,False,False,True,False,True
1727.0,5,9,2016,1,1,0,Saturday,1,9,2016-01-09,1,01-09 00:00:00,False,False,False,True,True,False
1631.0,5,9,2016,1,1,1,Saturday,1,9,2016-01-09,1,01-09 01:00:00,False,False,False,True,True,False
1567.0,5,9,2016,1,1,2,Saturday,1,9,2016-01-09,1,01-09 02:00:00,False,False,False,True,True,False
1531.0,5,9,2016,1,1,3,Saturday,1,9,2016-01-09,1,01-09 03:00:00,False,False,False,True,True,False
1511.0,5,9,2016,1,1,4,Saturday,1,9,2016-01-09,1,01-09 04:00:00,False,False,False,True,True,False
1510.0,5,9,2016,1,1,5,Saturday,1,9,2016-01-09,1,01-09 05:00:00,False,False,False,True,True,False
1553.0,5,9,2016,1,1,6,Saturday,1,9,2016-01-09,1,01-09 06:00:00,False,False,False,True,True,False
1621.0,5,9,2016,1,1,7,Saturday,1,9,2016-01-09,1,01-09 07:00:00,False,False,False,True,True,False
1702.0,5,9,2016,1,1,8,Saturday,1,9,2016-01-09,1,01-09 08:00:00,False,False,False,True,True,False
1751.0,5,9,2016,1,1,9,Saturday,1,9,2016-01-09,1,01-09 09:00:00,False,False,False,True,True,False
1809.0,5,9,2016,1,1,10,Saturday,1,9,2016-01-09,1,01-09 10:00:00,False,False,False,True,True,False
1845.0,5,9,2016,1,1,11,Saturday,1,9,2016-01-09,1,01-09 11:00:00,False,False,False,True,True,False
1842.0,5,9,2016,1,1,12,Saturday,1,9,2016-01-09,1,01-09 12:00:00,False,False,False,True,True,False
1832.0,5,9,2016,1,1,13,Saturday,1,9,2016-01-09,1,01-09 13:00:00,False,False,False,True,True,False
1800.0,5,9,2016,1,1,14,Saturday,1,9,2016-01-09,1,01-09 14:00:00,False,False,False,True,True,False
1763.0,5,9,2016,1,1,15,Saturday,1,9,2016-01-09,1,01-09 15:00:00,False,False,False,True,True,False
1749.0,5,9,2016,1,1,16,Saturday,1,9,2016-01-09,1,01-09 16:00:00,False,False,False,True,True,False
1772.0,5,9,2016,1,1,17,Saturday,1,9,2016-01-09,1,01-09 17:00:00,False,False,False,True,True,False
1857.0,5,9,2016,1,1,18,Saturday,1,9,2016-01-09,1,01-09 18:00:00,False,False,False,True,True,False
1887.0,5,9,2016,1,1,19,Saturday,1,9,2016-01-09,1,01-09 19:00:00,False,False,False,True,True,False
1858.0,5,9,2016,1,1,20,Saturday,1,9,2016-01-09,1,01-09 20:00:00,False,False,False,True,True,False
1807.0,5,9,2016,1,1,21,Saturday,1,9,2016-01-09,1,01-09 21:00:00,False,False,False,True,True,False
1750.0,5,9,2016,1,1,22,Saturday,1,9,2016-01-09,1,01-09 22:00:00,False,False,False,True,True,False
1675.0,5,9,2016,1,1,23,Saturday,1,9,2016-01-09,1,01-09 23:00:00,False,False,False,True,True,False
1594.0,6,10,2016,1,1,0,Sunday,1,10,2016-01-10,1,01-10 00:00:00,False,False,False,True,True,False
1543.0,6,10,2016,1,1,1,Sunday,1,10,2016-01-10,1,01-10 01:00:00,False,False,False,True,True,False
1476.0,6,10,2016,1,1,2,Sunday,1,10,2016-01-10,1,01-10 02:00:00,False,False,False,True,True,False
1445.0,6,10,2016,1,1,3,Sunday,1,10,2016-01-10,1,01-10 03:00:00,False,False,False,True,True,False
1423.0,6,10,2016,1,1,4,Sunday,1,10,2016-01-10,1,01-10 04:00:00,False,False,False,True,True,False
1432.0,6,10,2016,1,1,5,Sunday,1,10,2016-01-10,1,01-10 05:00:00,False,False,False,True,True,False
1470.0,6,10,2016,1,1,6,Sunday,1,10,2016-01-10,1,01-10 06:00:00,False,False,False,True,True,False
1554.0,6,10,2016,1,1,7,Sunday,1,10,2016-01-10,1,01-10 07:00:00,False,False,False,True,True,False
1679.0,6,10,2016,1,1,8,Sunday,1,10,2016-01-10,1,01-10 08:00:00,False,False,False,True,True,False
1775.0,6,10,2016,1,1,9,Sunday,1,10,2016-01-10,1,01-10 09:00:00,False,False,False,True,True,False
1868.0,6,10,2016,1,1,10,Sunday,1,10,2016-01-10,1,01-10 10:00:00,False,False,False,True,True,False
1939.0,6,10,2016,1,1,11,Sunday,1,10,2016-01-10,1,01-10 11:00:00,False,False,False,True,True,False
2012.0,6,10,2016,1,1,12,Sunday,1,10,2016-01-10,1,01-10 12:00:00,False,False,False,True,True,False
2069.0,6,10,2016,1,1,13,Sunday,1,10,2016-01-10,1,01-10 13:00:00,False,False,False,True,True,False
2106.0,6,10,2016,1,1,14,Sunday,1,10,2016-01-10,1,01-10 14:00:00,False,False,False,True,True,False
2111.0,6,10,2016,1,1,15,Sunday,1,10,2016-01-10,1,01-10 15:00:00,False,False,False,True,True,False
2131.0,6,10,2016,1,1,16,Sunday,1,10,2016-01-10,1,01-10 16:00:00,False,False,False,True,True,False
2197.0,6,10,2016,1,1,17,Sunday,1,10,2016-01-10,1,01-10 17:00:00,False,False,False,True,True,False
2313.0,6,10,2016,1,1,18,Sunday,1,10,2016-01-10,1,01-10 18:00:00,False,False,False,True,True,False
2421.0,6,10,2016,1,1,19,Sunday,1,10,2016-01-10,1,01-10 19:00:00,False,False,False,True,True,False
2415.0,6,10,2016,1,1,20,Sunday,1,10,2016-01-10,1,01-10 20:00:00,False,False,False,True,True,False
2409.0,6,10,2016,1,1,21,Sunday,1,10,2016-01-10,1,01-10 21:00:00,False,False,False,True,True,False
2363.0,6,10,2016,1,1,22,Sunday,1,10,2016-01-10,1,01-10 22:00:00,False,False,False,True,True,False
